video,segment_id,label,num_frames,start_frame,end_frame
Videos/82820/Visite_1/82820_Question_2_2025-02-02_04-59-50_Video.mp4,0,0,402,0,401
Videos/82783/Visite_1/82783_Question_2_2024-12-09_22-53-45_Video.mp4,0,0,155,0,154
Videos/82783/Visite_1/82783_Question_2_2024-12-09_22-53-45_Video.mp4,1,1,56,155,210
Videos/82783/Visite_1/82783_Question_2_2024-12-09_22-53-45_Video.mp4,2,0,327,211,537
Videos/82783/Visite_1/82783_Question_2_2024-12-09_22-53-45_Video.mp4,3,1,102,538,639
Videos/82783/Visite_1/82783_Question_2_2024-12-09_22-53-45_Video.mp4,4,0,120,640,759
Videos/82779/Visite_1/82779_Question_5_2024-12-08_19-16-46_Video.mp4,0,0,311,0,310
Videos/82582/Visite_1/82582_Question_7_2024-10-02_16-08-27_Video.mp4,0,0,95,0,94
Videos/82582/Visite_1/82582_Question_7_2024-10-02_16-08-27_Video.mp4,1,1,52,95,146
Videos/82582/Visite_1/82582_Question_7_2024-10-02_16-08-27_Video.mp4,2,0,134,147,280
Videos/82582/Visite_1/82582_Question_7_2024-10-02_16-08-27_Video.mp4,3,1,49,281,329
Videos/82866/Visite_1/82866_Question_7_2025-02-20_14-54-53_Video.mp4,0,0,248,0,247
Videos/82577/Visite_1/82577_Question_2_2024-10-02_16-06-56_Video.mp4,0,0,239,0,238
Videos/82577/Visite_1/82577_Question_2_2024-10-02_16-06-56_Video.mp4,1,1,103,239,341
Videos/82577/Visite_1/82577_Question_2_2024-10-02_16-06-56_Video.mp4,2,0,227,342,568
Videos/82620/Visite_1/82620_Question_6_2024-11-05_15-00-02_Video.mp4,0,0,42,0,41
Videos/82620/Visite_1/82620_Question_6_2024-11-05_15-00-02_Video.mp4,1,1,51,42,92
Videos/82620/Visite_1/82620_Question_6_2024-11-05_15-00-02_Video.mp4,2,0,573,93,665
Videos/82620/Visite_1/82620_Question_6_2024-11-05_15-00-02_Video.mp4,3,1,93,666,758
Videos/82620/Visite_1/82620_Question_6_2024-11-05_15-00-02_Video.mp4,4,0,31,759,789
Videos/82765/Visite_1/82765_Question_3_2024-12-04_10-41-45_Video.mp4,0,0,367,0,366
Videos/82676/Visite_1/82676_Question_2_2024-11-13_22-02-51_Video.mp4,0,0,431,0,430
Videos/82676/Visite_1/82676_Question_2_2024-11-13_22-02-51_Video.mp4,1,1,229,431,659
Videos/82676/Visite_1/82676_Question_2_2024-11-13_22-02-51_Video.mp4,2,0,16,660,675
Videos/82676/Visite_1/82676_Question_2_2024-11-13_22-02-51_Video.mp4,3,1,99,676,774
Videos/82676/Visite_1/82676_Question_2_2024-11-13_22-02-51_Video.mp4,4,0,87,775,861
Videos/82676/Visite_1/82676_Question_2_2024-11-13_22-02-51_Video.mp4,5,1,35,862,896
Videos/82676/Visite_1/82676_Question_2_2024-11-13_22-02-51_Video.mp4,6,0,188,897,1084
Videos/82676/Visite_1/82676_Question_2_2024-11-13_22-02-51_Video.mp4,7,1,132,1085,1216
Videos/82676/Visite_1/82676_Question_2_2024-11-13_22-02-51_Video.mp4,8,0,26,1217,1242
Videos/82856/Visite_1/82856_Question_1_2025-02-18_21-59-17_Video.mp4,0,0,708,0,707
Videos/82641/Visite_1/82641_Question_3_2024-11-11_11-35-52_Video.mp4,0,0,312,0,311
Videos/82575/Visite_1/82575_Question_5_2024-10-02_16-06-29_Video.mp4,0,0,167,0,166
Videos/82575/Visite_1/82575_Question_5_2024-10-02_16-06-29_Video.mp4,1,1,73,167,239
Videos/82575/Visite_1/82575_Question_5_2024-10-02_16-06-29_Video.mp4,2,0,668,240,907
Videos/82799/Visite_1/82799_Question_5_2025-01-30_13-11-53_Video.mp4,0,0,376,0,375
Videos/82799/Visite_1/82799_Question_5_2025-01-30_13-11-53_Video.mp4,1,1,104,376,479
Videos/82638/Visite_1/82638_Question_1_2024-11-08_19-35-04_Video.mp4,0,0,572,0,571
Videos/82575/Visite_1/82575_Question_4_2024-10-02_16-01-26_Video.mp4,0,0,156,0,155
Videos/82575/Visite_1/82575_Question_4_2024-10-02_16-01-26_Video.mp4,1,1,36,156,191
Videos/82575/Visite_1/82575_Question_4_2024-10-02_16-01-26_Video.mp4,2,0,162,192,353
Videos/82575/Visite_1/82575_Question_4_2024-10-02_16-01-26_Video.mp4,3,1,59,354,412
Videos/82575/Visite_1/82575_Question_4_2024-10-02_16-01-26_Video.mp4,4,0,274,413,686
Videos/82575/Visite_1/82575_Question_4_2024-10-02_16-01-26_Video.mp4,5,1,35,687,721
Videos/82575/Visite_1/82575_Question_4_2024-10-02_16-01-26_Video.mp4,6,0,208,722,929
Videos/82572/Visite_1/82572_Question_3_2024-10-02_16-06-38_Video.mp4,0,0,761,0,760
Videos/82765/Visite_1/82765_Question_5_2024-12-04_10-39-56_Video.mp4,0,0,173,0,172
Videos/82765/Visite_1/82765_Question_5_2024-12-04_10-39-56_Video.mp4,1,1,86,173,258
Videos/82765/Visite_1/82765_Question_5_2024-12-04_10-39-56_Video.mp4,2,0,17,259,275
Videos/82691/Visite_1/82691_Question_6_2024-11-14_17-32-17_Video.mp4,0,0,1037,0,1036
Videos/82691/Visite_1/82691_Question_6_2024-11-14_17-32-17_Video.mp4,1,1,132,1037,1168
Videos/82691/Visite_1/82691_Question_6_2024-11-14_17-32-17_Video.mp4,2,0,197,1169,1365
Videos/82691/Visite_1/82691_Question_6_2024-11-14_17-32-17_Video.mp4,3,1,227,1366,1592
Videos/82691/Visite_1/82691_Question_6_2024-11-14_17-32-17_Video.mp4,4,0,54,1593,1646
Videos/82691/Visite_1/82691_Question_6_2024-11-14_17-32-17_Video.mp4,5,1,201,1647,1847
Videos/82691/Visite_1/82691_Question_6_2024-11-14_17-32-17_Video.mp4,6,0,85,1848,1932
Videos/82691/Visite_1/82691_Question_6_2024-11-14_17-32-17_Video.mp4,7,1,75,1933,2007
Videos/82577/Visite_1/82577_Question_5_2024-10-02_16-07-49_Video.mp4,0,0,16,0,15
Videos/82577/Visite_1/82577_Question_5_2024-10-02_16-07-49_Video.mp4,1,1,50,16,65
Videos/82577/Visite_1/82577_Question_5_2024-10-02_16-07-49_Video.mp4,2,0,328,66,393
Videos/82695/Visite_1/82695_Question_7_2024-11-16_08-51-38_Video.mp4,0,0,22,0,21
Videos/82695/Visite_1/82695_Question_7_2024-11-16_08-51-38_Video.mp4,1,1,145,22,166
Videos/82695/Visite_1/82695_Question_7_2024-11-16_08-51-38_Video.mp4,3,1,87,173,259
Videos/82695/Visite_1/82695_Question_7_2024-11-16_08-51-38_Video.mp4,4,0,64,260,323
Videos/82638/Visite_1/82638_Question_4_2024-11-08_19-38-18_Video.mp4,0,0,143,0,142
Videos/82638/Visite_1/82638_Question_4_2024-11-08_19-38-18_Video.mp4,1,1,91,143,233
Videos/82638/Visite_1/82638_Question_4_2024-11-08_19-38-18_Video.mp4,2,0,81,234,314
Videos/82638/Visite_1/82638_Question_4_2024-11-08_19-38-18_Video.mp4,3,1,76,315,390
Videos/82701/Visite_1/82701_Question_7_2024-11-18_12-16-26_Video.mp4,0,0,272,0,271
Videos/82701/Visite_1/82701_Question_7_2024-11-18_12-16-26_Video.mp4,1,1,88,272,359
Videos/82701/Visite_1/82701_Question_7_2024-11-18_12-16-26_Video.mp4,2,0,70,360,429
Videos/82701/Visite_1/82701_Question_7_2024-11-18_12-16-26_Video.mp4,3,1,176,430,605
Videos/82701/Visite_1/82701_Question_7_2024-11-18_12-16-26_Video.mp4,4,0,70,606,675
Videos/82603/Visite_1/82603_Question_6_2024-11-01_23-53-02_Video.mp4,0,0,981,0,980
Videos/82846/Visite_1/82846_Question_3_2025-02-12_15-48-19_Video.mp4,0,0,159,0,158
Videos/82846/Visite_1/82846_Question_3_2025-02-12_15-48-19_Video.mp4,1,1,55,159,213
Videos/82575/Visite_1/82575_Question_6_2024-10-02_16-07-40_Video.mp4,0,0,801,0,800
Videos/82846/Visite_1/82846_Question_6_2025-02-12_15-49-10_Video.mp4,0,0,199,0,198
Videos/82588/Visite_1/82588_Question_7_2024-10-02_16-13-31_Video-DESKTOP-NQ55E0P.mp4,0,0,114,0,113
Videos/82588/Visite_1/82588_Question_7_2024-10-02_16-13-31_Video-DESKTOP-NQ55E0P.mp4,1,1,60,114,173
Videos/82588/Visite_1/82588_Question_7_2024-10-02_16-13-31_Video-DESKTOP-NQ55E0P.mp4,2,0,62,174,235
Videos/82588/Visite_1/82588_Question_7_2024-10-02_16-13-31_Video-DESKTOP-NQ55E0P.mp4,3,1,47,236,282
Videos/82588/Visite_1/82588_Question_7_2024-10-02_16-13-31_Video-DESKTOP-NQ55E0P.mp4,4,0,24,283,306
Videos/82912/Visite_1/82912_Question_7_2025-03-01_11-54-51_Video.mp4,0,0,42,0,41
Videos/82912/Visite_1/82912_Question_7_2025-03-01_11-54-51_Video.mp4,1,1,52,42,93
Videos/82912/Visite_1/82912_Question_7_2025-03-01_11-54-51_Video.mp4,2,0,96,94,189
Videos/82912/Visite_1/82912_Question_7_2025-03-01_11-54-51_Video.mp4,3,1,54,190,243
Videos/82912/Visite_1/82912_Question_7_2025-03-01_11-54-51_Video.mp4,4,0,275,244,518
Videos/82599/Visite_1/82599_Question_2_2024-11-01_18-44-13_Video-DESKTOP-NQ55E0P.mp4,0,0,311,0,310
Videos/82599/Visite_1/82599_Question_2_2024-11-01_18-44-13_Video-DESKTOP-NQ55E0P.mp4,1,1,66,311,376
Videos/82599/Visite_1/82599_Question_2_2024-11-01_18-44-13_Video-DESKTOP-NQ55E0P.mp4,2,0,638,377,1014
Videos/82908/Visite_1/82908_Question_4_2025-02-28_12-23-04_Video.mp4,0,0,191,0,190
Videos/82908/Visite_1/82908_Question_4_2025-02-28_12-23-04_Video.mp4,1,1,186,191,376
Videos/82908/Visite_1/82908_Question_4_2025-02-28_12-23-04_Video.mp4,2,0,373,377,749
Videos/82812/Visite_1/82812_Question_5_2025-01-31_19-10-34_Video.mp4,0,0,930,0,929
Videos/82805/Visite_1/82805_Question_1_2025-01-30_17-27-53_Video.mp4,0,0,124,0,123
Videos/82805/Visite_1/82805_Question_1_2025-01-30_17-27-53_Video.mp4,1,1,76,124,199
Videos/82805/Visite_1/82805_Question_1_2025-01-30_17-27-53_Video.mp4,2,0,59,200,258
Videos/82805/Visite_1/82805_Question_1_2025-01-30_17-27-53_Video.mp4,3,1,41,259,299
Videos/82805/Visite_1/82805_Question_1_2025-01-30_17-27-53_Video.mp4,4,0,492,300,791
Videos/82819/Visite_1/82819_Question_4_2025-02-01_11-47-31_Video.mp4,0,0,51,0,50
Videos/82819/Visite_1/82819_Question_4_2025-02-01_11-47-31_Video.mp4,1,1,33,51,83
Videos/82819/Visite_1/82819_Question_4_2025-02-01_11-47-31_Video.mp4,2,0,124,84,207
Videos/82728/Visite_1/82728_Question_3_2024-11-19_18-42-18_Video.mp4,0,0,214,0,213
Videos/82728/Visite_1/82728_Question_3_2024-11-19_18-42-18_Video.mp4,1,1,234,214,447
Videos/82728/Visite_1/82728_Question_3_2024-11-19_18-42-18_Video.mp4,2,0,95,448,542
Videos/82728/Visite_1/82728_Question_3_2024-11-19_18-42-18_Video.mp4,3,1,144,543,686
Videos/82728/Visite_1/82728_Question_3_2024-11-19_18-42-18_Video.mp4,4,0,127,687,813
Videos/82728/Visite_1/82728_Question_3_2024-11-19_18-42-18_Video.mp4,5,1,217,814,1030
Videos/82728/Visite_1/82728_Question_3_2024-11-19_18-42-18_Video.mp4,6,0,48,1031,1078
Videos/82728/Visite_1/82728_Question_3_2024-11-19_18-42-18_Video.mp4,7,1,156,1079,1234
Videos/82718/Visite_1/82718_Question_6_2024-11-18_22-26-27_Video.mp4,0,0,167,0,166
Videos/82718/Visite_1/82718_Question_6_2024-11-18_22-26-27_Video.mp4,1,1,143,167,309
Videos/82718/Visite_1/82718_Question_6_2024-11-18_22-26-27_Video.mp4,2,0,62,310,371
Videos/82763/Visite_1/82763_Question_1_2024-12-04_01-44-06_Video.mp4,0,0,194,0,193
Videos/82836/Visite_1/82836_Question_1_2025-02-08_09-28-10_Video.mp4,0,0,612,0,611
Videos/82899/Visite_1/82899_Question_1_2025-02-26_18-45-09_Video.mp4,0,0,141,0,140
Videos/82899/Visite_1/82899_Question_1_2025-02-26_18-45-09_Video.mp4,1,1,59,141,199
Videos/82899/Visite_1/82899_Question_1_2025-02-26_18-45-09_Video.mp4,2,0,68,200,267
Videos/82783/Visite_1/82783_Question_5_2024-12-09_22-59-23_Video.mp4,0,0,104,0,103
Videos/82783/Visite_1/82783_Question_5_2024-12-09_22-59-23_Video.mp4,1,1,82,104,185
Videos/82783/Visite_1/82783_Question_5_2024-12-09_22-59-23_Video.mp4,2,0,139,186,324
Videos/82783/Visite_1/82783_Question_5_2024-12-09_22-59-23_Video.mp4,3,1,28,325,352
Videos/82783/Visite_1/82783_Question_5_2024-12-09_22-59-23_Video.mp4,4,0,229,353,581
Videos/82783/Visite_1/82783_Question_5_2024-12-09_22-59-23_Video.mp4,5,1,77,582,658
Videos/82783/Visite_1/82783_Question_5_2024-12-09_22-59-23_Video.mp4,6,0,40,659,698
Videos/82577/Visite_1/82577_Question_4_2024-10-02_16-05-01_Video.mp4,0,0,70,0,69
Videos/82577/Visite_1/82577_Question_4_2024-10-02_16-05-01_Video.mp4,1,1,50,70,119
Videos/82577/Visite_1/82577_Question_4_2024-10-02_16-05-01_Video.mp4,2,0,18,120,137
Videos/82577/Visite_1/82577_Question_4_2024-10-02_16-05-01_Video.mp4,3,1,85,138,222
Videos/82577/Visite_1/82577_Question_4_2024-10-02_16-05-01_Video.mp4,4,0,54,223,276
Videos/82577/Visite_1/82577_Question_4_2024-10-02_16-05-01_Video.mp4,5,1,65,277,341
Videos/82577/Visite_1/82577_Question_4_2024-10-02_16-05-01_Video.mp4,6,0,38,342,379
Videos/82577/Visite_1/82577_Question_4_2024-10-02_16-05-01_Video.mp4,7,1,34,380,413
Videos/82577/Visite_1/82577_Question_4_2024-10-02_16-05-01_Video.mp4,8,0,26,414,439
Videos/82635/Visite_1/82635_Question_6_2024-11-06_17-06-47_Video.mp4,0,0,1276,0,1275
Videos/82772/Visite_1/82772_Question_1_2024-12-05_16-31-55_Video.mp4,0,0,637,0,636
Videos/82553/Visite_1/82553_Question_4_2024-08-22_12-18-20_Video.mp4,0,0,34,0,33
Videos/82553/Visite_1/82553_Question_4_2024-08-22_12-18-20_Video.mp4,1,1,109,34,142
Videos/82553/Visite_1/82553_Question_4_2024-08-22_12-18-20_Video.mp4,2,0,225,143,367
Videos/82658/Visite_1/82658_Question_5_2024-11-13_11-53-44_Video.mp4,0,0,104,0,103
Videos/82658/Visite_1/82658_Question_5_2024-11-13_11-53-44_Video.mp4,1,1,40,104,143
Videos/82658/Visite_1/82658_Question_5_2024-11-13_11-53-44_Video.mp4,2,0,348,144,491
Videos/82756/Visite_1/82756_Question_6_2024-11-28_12-20-04_Video.mp4,0,0,535,0,534
Videos/82815/Visite_1/82815_Question_1_2025-01-31_22-21-33_Video.mp4,0,0,379,0,378
Videos/82575/Visite_1/82575_Question_1_2024-10-02_16-00-22_Video.mp4,0,0,806,0,805
Videos/82665/Visite_1/82665_Question_1_2024-11-13_17-23-28_Video.mp4,0,0,111,0,110
Videos/82582/Visite_1/82582_Question_4_2024-10-02_16-11-24_Video.mp4,0,0,47,0,46
Videos/82582/Visite_1/82582_Question_4_2024-10-02_16-11-24_Video.mp4,1,1,48,47,94
Videos/82582/Visite_1/82582_Question_4_2024-10-02_16-11-24_Video.mp4,3,1,55,103,157
Videos/82582/Visite_1/82582_Question_4_2024-10-02_16-11-24_Video.mp4,4,0,101,158,258
Videos/82582/Visite_1/82582_Question_4_2024-10-02_16-11-24_Video.mp4,5,1,33,259,291
Videos/82783/Visite_1/82783_Question_6_2024-12-09_22-57-33_Video.mp4,0,0,641,0,640
Videos/82821/Visite_1/82821_Question_1_2025-02-02_19-23-17_Video.mp4,0,0,606,0,605
Videos/82584/Visite_1/82584_Question_4_2024-10-02_16-14-00_Video.mp4,0,0,89,0,88
Videos/82584/Visite_1/82584_Question_4_2024-10-02_16-14-00_Video.mp4,1,1,109,89,197
Videos/82584/Visite_1/82584_Question_4_2024-10-02_16-14-00_Video.mp4,2,0,220,198,417
Videos/82766/Visite_1/82766_Question_1_2024-12-04_14-35-10_Video.mp4,0,0,805,0,804
Videos/82815/Visite_1/82815_Question_6_2025-01-31_22-23-00_Video.mp4,0,0,241,0,240
Videos/82820/Visite_1/82820_Question_1_2025-02-02_04-58-42_Video.mp4,0,0,407,0,406
Videos/82572/Visite_1/82572_Question_5_2024-10-02_16-10-39_Video.mp4,0,0,1236,0,1235
Videos/82699/Visite_1/82699_Question_6_2024-11-17_13-10-51_Video.mp4,0,0,181,0,180
Videos/82699/Visite_1/82699_Question_6_2024-11-17_13-10-51_Video.mp4,1,1,141,181,321
Videos/82699/Visite_1/82699_Question_6_2024-11-17_13-10-51_Video.mp4,2,0,88,322,409
Videos/82730/Visite_1/82730_Question_6_2024-11-19_20-53-40_Video.mp4,0,0,612,0,611
Videos/82873/Visite_1/82873_Question_3_2025-02-20_16-24-55_Video.mp4,0,0,400,0,399
Videos/82589/Visite_1/82589_Question_4_2024-10-02_16-15-12_Video.mp4,0,0,43,0,42
Videos/82589/Visite_1/82589_Question_4_2024-10-02_16-15-12_Video.mp4,1,1,46,43,88
Videos/82589/Visite_1/82589_Question_4_2024-10-02_16-15-12_Video.mp4,2,0,120,89,208
Videos/82589/Visite_1/82589_Question_4_2024-10-02_16-15-12_Video.mp4,3,1,66,209,274
Videos/82589/Visite_1/82589_Question_4_2024-10-02_16-15-12_Video.mp4,4,0,170,275,444
Videos/82575/Visite_1/82575_Question_3_2024-10-02_16-02-30_Video.mp4,0,0,260,0,259
Videos/82575/Visite_1/82575_Question_3_2024-10-02_16-02-30_Video.mp4,1,1,32,260,291
Videos/82575/Visite_1/82575_Question_3_2024-10-02_16-02-30_Video.mp4,2,0,110,292,401
Videos/82575/Visite_1/82575_Question_3_2024-10-02_16-02-30_Video.mp4,3,1,38,402,439
Videos/82575/Visite_1/82575_Question_3_2024-10-02_16-02-30_Video.mp4,4,0,513,440,952
Videos/82743/Visite_1/82743_Question_4_2024-11-27_18-07-33_Video.mp4,0,0,157,0,156
Videos/82743/Visite_1/82743_Question_4_2024-11-27_18-07-33_Video.mp4,1,1,65,157,221
Videos/82743/Visite_1/82743_Question_4_2024-11-27_18-07-33_Video.mp4,2,0,83,222,304
Videos/82743/Visite_1/82743_Question_4_2024-11-27_18-07-33_Video.mp4,3,1,107,305,411
Videos/82581/Visite_1/82581_Question_5_2024-10-02_16-09-42_Video.mp4,0,0,136,0,135
Videos/82581/Visite_1/82581_Question_5_2024-10-02_16-09-42_Video.mp4,1,1,89,136,224
Videos/82581/Visite_1/82581_Question_5_2024-10-02_16-09-42_Video.mp4,2,0,159,225,383
Videos/82599/Visite_1/82599_Question_4_2024-11-01_18-45-07_Video.mp4,0,0,331,0,330
Videos/82599/Visite_1/82599_Question_4_2024-11-01_18-45-07_Video.mp4,1,1,59,331,389
Videos/82599/Visite_1/82599_Question_4_2024-11-01_18-45-07_Video.mp4,2,0,96,390,485
Videos/82599/Visite_1/82599_Question_4_2024-11-01_18-45-07_Video.mp4,3,1,41,486,526
Videos/82599/Visite_1/82599_Question_4_2024-11-01_18-45-07_Video.mp4,4,0,58,527,584
Videos/82804/Visite_1/82804_Question_1_2025-01-30_14-27-22_Video.mp4,0,0,542,0,541
Videos/82705/Visite_1/82705_Question_5_2024-11-18_13-43-59_Video.mp4,1,1,83,7,89
Videos/82705/Visite_1/82705_Question_5_2024-11-18_13-43-59_Video.mp4,2,0,56,90,145
Videos/82695/Visite_1/82695_Question_1_2024-11-16_08-50-24_Video.mp4,0,0,464,0,463
Videos/82691/Visite_1/82691_Question_1_2024-11-14_17-21-28_Video.mp4,0,0,294,0,293
Videos/82691/Visite_1/82691_Question_1_2024-11-14_17-21-28_Video.mp4,1,1,92,294,385
Videos/82691/Visite_1/82691_Question_1_2024-11-14_17-21-28_Video.mp4,2,0,308,386,693
Videos/82652/Visite_1/82652_Question_4_2024-11-13_07-46-39_Video.mp4,0,0,510,0,509
Videos/82652/Visite_1/82652_Question_4_2024-11-13_07-46-39_Video.mp4,1,1,55,510,564
Videos/82652/Visite_1/82652_Question_4_2024-11-13_07-46-39_Video.mp4,2,0,362,565,926
Videos/82652/Visite_1/82652_Question_4_2024-11-13_07-46-39_Video.mp4,3,1,49,927,975
Videos/82652/Visite_1/82652_Question_4_2024-11-13_07-46-39_Video.mp4,4,0,182,976,1157
Videos/82652/Visite_1/82652_Question_4_2024-11-13_07-46-39_Video.mp4,5,1,106,1158,1263
Videos/82652/Visite_1/82652_Question_4_2024-11-13_07-46-39_Video.mp4,7,1,194,1272,1465
Videos/82652/Visite_1/82652_Question_4_2024-11-13_07-46-39_Video.mp4,8,0,41,1466,1506
Videos/82652/Visite_1/82652_Question_4_2024-11-13_07-46-39_Video.mp4,9,1,51,1507,1557
Videos/82913/Visite_1/82913_Question_1_2025-03-01_19-06-06_Video.mp4,0,0,167,0,166
Videos/82638/Visite_1/82638_Question_3_2024-11-08_19-39-20_Video.mp4,0,0,175,0,174
Videos/82612/Visite_1/82612_Question_2_2024-11-04_12-30-54_Video.mp4,0,0,536,0,535
Videos/82662/Visite_1/82662_Question_1_2024-11-13_12-46-49_Video.mp4,0,0,663,0,662
Videos/82884/Visite_1/82884_Question_1_2025-02-23_10-56-23_Video.mp4,0,0,81,0,80
Videos/82884/Visite_1/82884_Question_1_2025-02-23_10-56-23_Video.mp4,1,1,46,81,126
Videos/82884/Visite_1/82884_Question_1_2025-02-23_10-56-23_Video.mp4,2,0,59,127,185
Videos/82817/Visite_1/82817_Question_1_2025-02-01_02-02-26_Video.mp4,0,0,555,0,554
Videos/82785/Visite_1/82785_Question_1_2024-12-12_11-24-51_Video.mp4,0,0,226,0,225
Videos/82785/Visite_1/82785_Question_1_2024-12-12_11-24-51_Video.mp4,1,1,119,226,344
Videos/82785/Visite_1/82785_Question_1_2024-12-12_11-24-51_Video.mp4,3,1,111,350,460
Videos/82785/Visite_1/82785_Question_1_2024-12-12_11-24-51_Video.mp4,4,0,233,461,693
Videos/82812/Visite_1/82812_Question_1_2025-01-31_19-04-44_Video.mp4,0,0,516,0,515
Videos/82812/Visite_1/82812_Question_1_2025-01-31_19-04-44_Video.mp4,1,1,70,516,585
Videos/82812/Visite_1/82812_Question_1_2025-01-31_19-04-44_Video.mp4,2,0,273,586,858
Videos/82846/Visite_1/82846_Question_4_2025-02-12_15-47-34_Video.mp4,1,1,61,15,75
Videos/82846/Visite_1/82846_Question_4_2025-02-12_15-47-34_Video.mp4,2,0,61,76,136
Videos/82656/Visite_1/82656_Question_4_2024-11-13_11-24-37_Video.mp4,0,0,129,0,128
Videos/82656/Visite_1/82656_Question_4_2024-11-13_11-24-37_Video.mp4,1,1,99,129,227
Videos/82656/Visite_1/82656_Question_4_2024-11-13_11-24-37_Video.mp4,2,0,225,228,452
Videos/82656/Visite_1/82656_Question_4_2024-11-13_11-24-37_Video.mp4,3,1,108,453,560
Videos/82656/Visite_1/82656_Question_4_2024-11-13_11-24-37_Video.mp4,4,0,145,561,705
Videos/82832/Visite_1/82832_Question_1_2025-02-06_21-22-39_Video.mp4,0,0,698,0,697
Videos/82554/Visite_1/82554_Question_2_2024-08-22_12-23-38_Video.mp4,0,0,114,0,113
Videos/82554/Visite_1/82554_Question_2_2024-08-22_12-23-38_Video.mp4,1,1,55,114,168
Videos/82554/Visite_1/82554_Question_2_2024-08-22_12-23-38_Video.mp4,2,0,619,169,787
Videos/82554/Visite_1/82554_Question_2_2024-08-22_12-23-38_Video.mp4,3,1,165,788,952
Videos/82554/Visite_1/82554_Question_2_2024-08-22_12-23-38_Video.mp4,4,0,267,953,1219
Videos/82756/Visite_1/82756_Question_2_2024-11-28_12-22-59_Video.mp4,0,0,747,0,746
Videos/82662/Visite_1/82662_Question_3_2024-11-13_12-49-17_Video.mp4,0,0,1306,0,1305
Videos/82904/Visite_1/82904_Question_2_2025-02-27_09-26-21_Video.mp4,0,0,577,0,576
Videos/82650/Visite_1/82650_Question_3_2024-11-13_00-40-11_Video.mp4,0,0,1078,0,1077
Videos/82627/Visite_1/82627_Question_3_2024-11-06_11-45-57_Video-DESKTOP-NQ55E0P.mp4,0,0,291,0,290
Videos/82650/Visite_1/82650_Question_5_2024-11-13_00-34-50_Video.mp4,0,0,455,0,454
Videos/82756/Visite_1/82756_Question_1_2024-11-28_12-18-24_Video.mp4,0,0,588,0,587
Videos/82779/Visite_1/82779_Question_4_2024-12-08_19-20-22_Video.mp4,0,0,68,0,67
Videos/82779/Visite_1/82779_Question_4_2024-12-08_19-20-22_Video.mp4,1,1,81,68,148
Videos/82779/Visite_1/82779_Question_4_2024-12-08_19-20-22_Video.mp4,2,0,42,149,190
Videos/82779/Visite_1/82779_Question_4_2024-12-08_19-20-22_Video.mp4,3,1,74,191,264
Videos/82779/Visite_1/82779_Question_4_2024-12-08_19-20-22_Video.mp4,4,0,406,265,670
Videos/82779/Visite_1/82779_Question_4_2024-12-08_19-20-22_Video.mp4,5,1,153,671,823
Videos/82684/Visite_1/82684_Question_2_2024-11-14_10-51-40_Video.mp4,0,0,263,0,262
Videos/82684/Visite_1/82684_Question_2_2024-11-14_10-51-40_Video.mp4,1,1,186,263,448
Videos/82684/Visite_1/82684_Question_2_2024-11-14_10-51-40_Video.mp4,2,0,30,449,478
Videos/82684/Visite_1/82684_Question_2_2024-11-14_10-51-40_Video.mp4,3,1,87,479,565
Videos/82684/Visite_1/82684_Question_2_2024-11-14_10-51-40_Video.mp4,5,1,82,568,649
Videos/82684/Visite_1/82684_Question_2_2024-11-14_10-51-40_Video.mp4,6,0,154,650,803
Videos/82658/Visite_1/82658_Question_1_2024-11-13_11-52-05_Video.mp4,0,0,402,0,401
Videos/82797/Visite_1/82797_Question_2_2025-01-30_12-58-06_Video.mp4,0,0,382,0,381
Videos/82797/Visite_1/82797_Question_2_2025-01-30_12-58-06_Video.mp4,1,1,95,382,476
Videos/82797/Visite_1/82797_Question_2_2025-01-30_12-58-06_Video.mp4,2,0,118,477,594
Videos/82787/Visite_1/82787_Question_2_2024-12-12_21-48-50_Video.mp4,0,0,86,0,85
Videos/82787/Visite_1/82787_Question_2_2024-12-12_21-48-50_Video.mp4,1,1,85,86,170
Videos/82787/Visite_1/82787_Question_2_2024-12-12_21-48-50_Video.mp4,2,0,51,171,221
Videos/82787/Visite_1/82787_Question_2_2024-12-12_21-48-50_Video.mp4,3,1,31,222,252
Videos/82787/Visite_1/82787_Question_2_2024-12-12_21-48-50_Video.mp4,4,0,55,253,307
Videos/82787/Visite_1/82787_Question_2_2024-12-12_21-48-50_Video.mp4,5,1,45,308,352
Videos/82787/Visite_1/82787_Question_2_2024-12-12_21-48-50_Video.mp4,6,0,36,353,388
Videos/82621/Visite_1/82621_Question_5_2024-11-05_14-59-15_Video.mp4,0,0,311,0,310
Videos/82603/Visite_1/82603_Question_3_2024-11-01_23-48-00_Video.mp4,0,0,663,0,662
Videos/82603/Visite_1/82603_Question_3_2024-11-01_23-48-00_Video.mp4,1,1,63,663,725
Videos/82603/Visite_1/82603_Question_3_2024-11-01_23-48-00_Video.mp4,2,0,254,726,979
Videos/82919/Visite_1/82919_Question_1_2025-03-03_09-43-10_Video.mp4,0,0,435,0,434
Videos/82751/Visite_1/82751_Question_4_2024-11-28_01-47-23_Video.mp4,0,0,195,0,194
Videos/82751/Visite_1/82751_Question_4_2024-11-28_01-47-23_Video.mp4,1,1,273,195,467
Videos/82751/Visite_1/82751_Question_4_2024-11-28_01-47-23_Video.mp4,2,0,121,468,588
